text,sentiment
Tidak bisa berharap lebih sih cukup mendoakan yg terbaik lah buat timnas indonesia di piala asia ini,positive
"@claraangelina9597 kamu aja yg latih, latih anak ayam 😂😂",negative
Ajg dah bagus malah kebobolan 2,negative
Shayne waktunya debut lawan Australia karna arhan udh pasti kalah badan,neutral
"@ibra_arii mark klok lagi jelek juga mainnya tadi malem. Kambuaya ga ngaruh banyak, witan kebanyakan giring",negative
@reyyxffxz WAHH PARAH LUUU,neutral
👏👏,neutral
@adinugroho_st pak @erickthohir sty stay ya pak,positive
Sialan!,negative
Blok! sadil itu pemain yg nyelametin dr kekalahan...,negative
🔥,positive
"@muhammadwillyy_a gw bukan anti naturalisasi, tapi.. naturalisasi jgn dijadikan fokus utama, tetap fokus utama pembinaan usia dini, benahi kompetisi, tingkatkan infrastruktur",neutral
"Min, lolos. 😭",positive
Sty lupa punya pemain cadangan,negative
"Terimakasih Timnas Indonesia,terus semangat, membawa nama harum Indonesia. Sty stay pak @erickthohir",positive
Sty stay,positive
Rafael pakai no. 11 😍,neutral
"Nanti lawan Jepang, Hokky kunciin di kamar mandi aja.",negative
🔥🤩,positive
@rizkybahtiarrr karena Arhan udah main ke liga Korea,neutral
"Good game, tim! Bangga dengan kalian semua! ❤️❤️",positive
Nice🔥🙌,positive
@rifkidimitrivegas_ bukan solusi.... Tapi lebih kematangan dan dukungan.... Percuma penambahan pemain kalo netijen Indonesia ga dewasa,negative
@ahmdridoan 👍🙏,neutral
"SEMANGAT, GARUDA!🔥",positive
"Semangaatttt garudaaaa, persiapkan laga selanjutnya🔥🔥🔥🥰🥰🥰",positive
"@djoelian79 Dia bagus membuka peluang, hadeh bangg.",neutral
Thank you garuda🦅,positive
Bisa² nya produk gagal jadi captain 🫣,negative
@mrzky737 yah maklumin sdm macam @bungtowel8 n @coachfakhri itu berdua jadi pelatih ama asisten jg paling jd lumbung gol di piala asia 😂,negative
"Jepang mau pulang sendiri, apa perlu kita yang pulang?",neutral
Pak Erickkkkkkk salam utk Timnas ya ❤️❤️,positive
Sananta di absenin lg cokkwkwkw,neutral
🔥🔥🔥 Pas bangun pagi lihat IG senangnya timnas lolos.,positive
🔥🔥🔥,neutral
🔥,positive
🔥🔥🔥,positive
Penting indonesia menang,positive
❤️❤️,neutral
@dhika_hwn ngegolin tuh bg asnawi,neutral
Bravo! 🦅,positive
@rafaelstruick gogogogo,positive
@m2388cp Arhan hidup mainnya lol😂,neutral
"Bukan kita yg kurang, emang Jepang mampu menguasai pertandingan",neutral
"Sananta kenapa jarang main, padahal dia potensial daripada yang lain?",neutral
"@dennyshulton Mas Denny, bagaimana kabarnya Jordi Amat?",neutral
klok cidera kah? ga pernah maen,neutral
KASIH KERAS COACH!,positive
"@kritiksty terus Prancis gimana? Terus Maroko dan banyak lagi, susah jelasin hal mudah sama SDM rendah, otaknya ga sampe",negative
Keren!,positive
Bacot banget,negative
"Marselino adalah anak Tuhan Yesus. Puji Tuhan, dia akan menjadi pemain hebat. Amin",positive
"Congrats Indonesia, never give up dan jangan pernah selalu merasa puas, semoga bisa jadi juara 🤲🏻",positive
Timnas juara❤️🔥🔥🔥🏆🏆🏆🏆🏆,positive
🔥🔥,neutral
Wkakaakakakakakak sedia di sontottt,neutral
🔥🔥🔥,positive
Alhamdulillah! 🙌🔥,positive
Semangat buat lawan Jepang guys🔥,positive
Debut golnya lawan Jepang! 😮 Gila!,neutral
@simsonmarada halaah taik ko,negative
"Ernando, Ivar, Lino, Walsh MVP 😬. Amat GWS. 😔",neutral
Gagahhhhhh🔥🔥🔥🔥🔥🔥,positive
"Perbaiki kesalahan, yok samakan ke dudukn",positive
"Terima kasih atas perjuangannya para pemuda!!! Kaliaan sudah membuka mata asia bahwa kita tidak bisa di remehkan!!! Maju terus garudaku ini hanya permulaan dari kisah panjang yg akan kalian tulis dalam tinta perjuangan mengharumkan nama bangsa... Tegakkan kepala jalan masi panjang di deppan,,, percayalah panggung ini akan sering kalian singgahi,,, maju terus garudaku ❤️🔥🇮🇩🦅",positive
@frtnnx apaan sampah negara ikut Koment,negative
"STY STAY🔥🔥🔥,,,GAK ADA ALASAN PAK,ORANG TAKUT LAWAN IRAK AMA JEPANG ,KITA TETAP MAJU TAK GENTAR,,AYOO GARUDA🔥🔥🔥🔥",positive
Baru mulai udh spot jantung.. Achhh😢,neutral
"Tolong yang bacot dikurangin ya, Ler.",negative
"Nganu... Murni penalti sih kalau aku bilang. Orang bajunya ditarik gitu. Yuk, tambah lagi golnya, buat bekal berharga lawan Jepang nanti",neutral
Tambah tambah🔥,positive
#stystay,neutral
🔥,neutral
🔥🔥,positive
berasa senam jantung 😩,negative
"Info, apakah bisa masuk 16 besar?",neutral
Tombol sambut kepulangan timnas >>>>>>>>>>>>,neutral
🔥🔥🔥🔥,positive
@ghalifmahesa gak kebalik nih 😂,neutral
Sananta?,neutral
TOMBOL ALL OUT MENANG AJA 1-0 AJA🔥🔥🔥,positive
"@romycaplor96 setuju @erickthohir kita puas pak, mungkin indonesia kurang chemistry aja karena ya bnyk pemain baru. Kita minta kesempatan buat sty lagi",positive
4:0🥲,neutral
Goks 🔥,positive
Menyambut hari kemenangan,positive
@kmskdeinze Please give more chance to Marcelino. He can step up in the future 🔥👏,neutral
Baggott-baggott 😢,negative
gassss🔥🔥🔥,positive
Please bat nih hokky astaghfirullah 👏,neutral
"@_kevinams Pattynama out, Arhan in. 2 gol dari sisi Pattynama yang berhasil diobok-obok",negative
❤️,positive
@aimanskyz aamiin🔥🔥,positive
🔥🔥🔥,neutral
👏👏👏👏👏,positive
Jngan lengah jngan lengah tetap pokus,positive
Bang Fano tidak diajak? 😢,neutral
🔥😢😢,neutral
@skrrttt.x apalagi km bisa nya omong doank😂😂😂,negative
@dika.arieff knp ga semua sekalian😂,neutral
Menang oiii... nnton gk?,positive
❤️❤️,positive
@rasya.bp info akun wasit nya,neutral
Marcelino star syndrome banget anjir,negative
"@adiljokisempurnah Yo, wak.. Deg-degan nonton nih.. Kalah kali ini Vietnam di level Asia.",neutral
@judebellimbing mungkin Asnawi mau membuktikan kepada netizen kalau dia pasti bisa ❤️,positive
"@leonardtf_ udah tau nadeo kiper terbaik indo saat ini, eh malah pilih Syahrul yg di tim nya aja cadangan dan mau degradasi 😂 ibarat ada yg pasti, Malah milih yg belum pasti, kan lucu namanya 😂 ujung""nya cidera 😌",negative
Kasih kerass🔥,positive
"@meryzz._ di RCTI, Kak.",neutral
🔥🔥🔥🔥🔥,positive
@shxxarief kalah menang tetep di caci😢😂,negative
"Sananta ke mana ya, wahh😢",neutral
Menyala! 🔥🔥,positive
@sultanmufthialfaruqi nyinyir mulu ya Allah,negative
@ahnaffariiid 🙌,neutral
"Ya Allah, terus begini mainnya Timnas & dapat hasil positif, amin! 🙌",positive
"@makhluksempurnadihadapantuhan Sudahlah, Bang, suporter julid pura-pura lupa 😂😂 Yang penting kita sebagai suporter waras tetap dukung Tim Garuda apa pun hasilnya.",positive
Zaman penjajahan Jepang juga para pahlawan tdk tau akan menang atau tdk tetapi mereka berusaha agar mendapat yg terbaik semangat timnas🔥,positive
"Pak, kontraknya jangan lupa ya sampai 2027, tambahin lagi juga nggak apa-apa ❤️❤️",positive
Gua yakin egy bisa kasih yang terbaik🔥,positive
🔥,positive
"@ibnu.rusman Halah berisik, tuh dia ngegolin masih mau menghujat?",negative
STY STAY 🔥🔥🔥,positive
#Sandy_walsh_in #Fulltime,neutral
Astaga indo knpa si blunder mulu cok,negative
"@adinurariff_ udah di support tapi klo main nya masih banyak error nya percuma bro, mereka bikin malu negara, masa di bantai mulu, udah di kasih kepercayaan jadi perwakilan Indonesia,",negative
Alhamdulillahhh 🇮🇩❤,positive
Semangat Garuda 🔥🤲🏻,positive
Mantep salam 4-0,neutral
🔥,positive
❤️❤️🔥🔥,positive
Kasih Keras Sandy 🔥🔥🔥,positive
🔥🔥🔥🔥,neutral
@naufal.arrdho 😂,neutral
Elkan..pattynama ..kok ngak di di mainkan..i😢😢malah lord Egy lagi,negative
@adyrmdhni lu 17 tahun bisa apa?,negative
🔥🔥🔥,positive
@bayumstkm presiden club ga koar” lg nih bos pemainnya di bawa,negative
1-0 :(,negative
GOOD LUCK🔥🔥,positive
"Next match parkir aja kapten nomer 14, maen under perform terus jd kapten tp ga punya jiwa leadership",negative
"emng masi bisa masukin pemain,kn pendaftaran udh ditutup",neutral
@sp_hendri_28 SDM rendah,negative
xavi versi asia,neutral
"@muh.hazmi23 fakta yg ada pada saat kualifikasi Pildun melawan Iraq hampir semua pemain underperform, gak cuma Asnawi aja. Jordy blunder gol bunuh diri gimana tuh?, melawan Libya Asnawi tidak dimainkan tetep ga menang, sm Filipina seri. Bisa ga sih jadi netizen itu nonton aja dan support terus para pemain? Lu sama aja jatohin mental pemain woy ekspektasi lu turunin dikit jgn ketinggian udah ikut serta di Piala Asia setelah 16 th absen aja udah bersyukur bgt🤣",positive
"Ini bukan akhir, ini adalah permulaan untuk sepak bola Indonesia lebih maju...",positive
Woiii tolong sandy main lahhh plisssss,neutral
Lilipaly ga di angkut sekalian,negative
Nikmati Proses bersama Sty #StyStay,positive
@puttrhmaaa_ Autis nih bocah.,negative
🔥🔥🔥,neutral
"Wajib, ngab.",neutral
Cuma berdoa. Buat kali ini Nadeo ga lagi mode one shot one goal kek lawan iraq kemarin,negative
Timnas Indonesia berpeluang naik ke posisi 138 (kalau negara lain di atas nggak ada penambahan poin),neutral
Sangat di sayangkan @s.pattynama gak di mainin😢,neutral
"Mau menyalahkan Ernando, tapi kalau dipikir-pikir tidak ada kiper Indonesia yang bisa menggantikannya dengan kualitas sebagus Ernando.",neutral
🔥🔥❤️,neutral
STY out!,negative
🔥🔥🔥,positive
"@m40syafaat susah ngasih tahu orang yang nggak tahu, tapi sok tahu...",negative
"Tanggal 15 tidak bisa nonton karena petir, semoga malam ini aman bisa nonton TV.",neutral
"Congrats, boys! Thank youuu! ❤️",positive
@thogden yaaa!!! 👏,positive
Tabrak Jepang!!!🔥,positive
Sananta in,neutral
@ilhampramudya6 Bohong.,negative
Best😍😍😍,positive
Lagi jualan esgrim,neutral
"Kemarin gw sudah nonton pertandingan Jepang, seru banget, cok! Kalau tidak percaya, nonton saja di YouTube. 🔥",positive
"Egy ganti, bapuk dia kecewa",negative
❤️❤️❤️❤️❤️,positive
@rian_sidik Ernando sudah menjadi starter melawan Irak,neutral
Congratulations 🙌🔥🔥,positive
Bismillah team🔥❤️,positive
"@benkk_muhammad STY emang gitu, anak kesayangan harus main, padahal mah gak bagus 😂",negative
"@slayy.y00 makasih yah, Kak 😍❤️",positive
Gas pol Asnawi,positive
😂😂😂😂,neutral
"Tebakan saya , kiper australia blunder",neutral
"@rivaldi_lmnfds senam jantung, Mas",neutral
@muhammad_khalid_chadir hahaa ....buya ken io le nye re ma,neutral
🔥🔥🔥🔥🔥👏👏,positive
🔥❤,positive
@farhannisk di bench pemain aja g ada,negative
👋👋👋👋👋,neutral
Menit 57 ketinggalan 3-0,neutral
@kojo_joel_10 thankkyuuu,neutral
Ewakooooo Capt 🙌🙌🙌,positive
"YG HARUS DIMAININ SANANTA, SHAYNE INI MALAH PEMAIN ONO😂",neutral
@prakasapanjika Keren dari mana sih bingung saya..?,negative
Kalah 0-3,negative
Kira-kira dihajar apa gak ya?,neutral
#STYSTAY,neutral
Bismillahirrahmanirrahim 🤲 apapun hasilnya tetep dukung timnas 🔥🔥🔥,positive
STILL PROUD! ❤️🔥,positive
Dah2 ga ad harapan,negative
Semangat yok 🔥,positive
"Kalian luar biasa 🔥🔥❤️❤️❤️❤️❤️ Keep strong kalian masih muda, masa depan kalian masih panjang.. semangat ❤️❤️🔥",positive
El bobol 🔥,positive
Ernandoo Gacor 🔥🔥 keep spirit !! Selamat Garudaa ku 🩷🇮🇩,positive
Alhamdulillah! 🔥🔥🔥,positive
alhamdulillah❤️,positive
Witan nambah merusak,negative
Berbenah lagi di laga selanjutnya Garuda🦅 peluang lolos 16 besar terbuka lebar💪💪🔥🔥,positive
"Kalian bisa, guys... Indonesia sanggup... menang kita malam ini 🔥💪👍🙏❤️🎉",positive
"Harapan bisa tercapai di pertandingan terakhir. Wow, kiper dan pencetak gol tadi patut diapresiasi, Pak @erickthohir 😅",neutral
STY STAY...... Tow*l pindah negara dr Indonesia,negative
Sananta kok gak ada?,neutral
"Udah lah, siap-siap packing-packing baju 😄",negative
#GARUDAHOKI SERVER THAILAN TERPERCAYA,neutral
Shin Tae-yong dipecat saja!,negative
"greget sendiri jujur liat permainan pertahanan bagian belakang , harus gocek biar kena di belakang terus goll 2 - 1 :) 😂 , harus pergantian pemain dan lini yang tangguh ini sty , berharap malam ini bisa menang 3 - 2 😢",neutral
Live streaming indo vs vietnam di telegram @cyberonlive,neutral
"Gw awam di sepak bola, tapi kenapa dan kenapa sperti shane pattynama gk dimainkan, kenapa si egy dimainkan dan kenapa baggot jadi stiiker :')",neutral
Jangan lupa apa pak ketum? Ditunggu informasi terbarunya.,neutral
"Harus dikasih apresiasi plus surat cinta dari papa FIFA ini, harus pokoknya mah",neutral
Tahan mas tahannn😂,neutral
"@_pujaariska Dari Yandex, live streaming RCTI.",neutral
Berkaca dari Vietnam dulu gacor bisa tembus perempat final pas ganti pelatih jadi ngampas #stystay,neutral
🔥🔥,positive
"Bismillah, tidak ada yang tidak mungkin. Bisa menang! Terus semangat, Garuda! Terbang lebih tinggi! 🔥🔥",positive
"Bismillah ya Allah, Allahu Akbar. Berikanlah kekuatan untuk tampil maksimal malam ini dan meraih kemenangan melawan Jepang. Aamiin 🔥❤️",positive
@bluskutung Coba kamu saja yang jadi pelatih! Pasti lebih hancur! 🤣🤣,negative
"Ga ngeri apa liat permainan kaya begini di piala asia, ga tega liatnya di acak acak jepang, malu banget",negative
VAMOS!!!!!!🔥,positive
@nugraha_an hati-hati diculik pemain luar. 🫢,neutral
Main kn load egy messi.. 🔥🔥,positive
"Walaupun kalah, permainannya tetap keren 🔥",positive
@hokkycaraka_ klemar klemer ga punya daya juang blas+ grasak grusuk mainnya 🤮 mending sananta jauhh,negative
❤️❤️❤️,positive
"Witan, Egy, Hokky. Dark sistem",neutral
@sandywalsh 🔥👏,positive
"@lutfii.sybn_ Grasak-grusuk, hilang bola.",negative
🔥,positive
"Hoky hoky, oh sungguh bagus kamu hari ini.. bagus untuk dikemplang",negative
♥️🤍,positive
Kebanyakan nge bacot di komen pdhal mah kaga bisa kalo disuruh maen,negative
@batjchott kaya lu biasa aja,neutral
"Mantap! Tetap konsisten, bro! 🔥🔥",positive
Walsh 🔥,positive
🥺,neutral
Belum tentu Shayne dimasukkan bisa mencetak gol ataupun memberi assist.,neutral
"Bismillah, yoo tambah lagi🔥❤️",positive
Bismillah semoga menang🔥🔥,positive
Cuma jepang kok:v,neutral
🔥🔥👏,positive
Tanggal 15… Jangan sampe skornya KALAH 1-5….,neutral
"@_iqbalwahyuda kalaupun nanti kalah amit-amitnya, semoga aja gak ada yang nyusul Indo di 3 terbaik",neutral
@revansakuswana mudah mudahan malam ini gak blunder lagi coach,negative
Jam berapa dan tayang di mana?,neutral
pattynama 😍😍,positive
Yoshhhh,positive
@hikxx58_00 kau babi,negative
🔥🔥,positive
🔥🔥🔥,positive
@zhimisulthan mau bantai orang Jawa???,negative
"Thanks for your hard work Garuda, still proud!! 🇮🇩❤️",positive
Yahh this is mentalita!🫵🏻,neutral
Kochiiii. Gak usah ikut,neutral
"Yesss... taktik permainannya Timnas Indonesia : "" Maju Tak Gentar "" 🇮🇩, God Bless Timnas Indonesia 😇.",positive
"Shayne tidak dimainkan, ya?",neutral
Irak sepakbolanya bnr bnr berkembang habis dibantai indonesia 3-0 thn 2000 ehh sekarang malah giliran indonesia yg dibantai. Tp tetep harus fokus dan semangat terus! Apapun hasilnya saya pribadi akan selalu mendukung perkembangan sepakbola timnas indonesia🙌,positive
👏👏🔥🔥 .. SEMANGAT GARUDA!!!,positive
Diego misel pul senyum.,neutral
❤️❤️,positive
Btw Elkan kenapa gak main bang?,neutral
@nurrohmahhh112 vision+,neutral
Bismillah 🔥,neutral
"Bismillahirrahmanirrahim,, semngatt Garuda muda ku kalian pasti bisa ... ❤️🔥🔥 Akhir nya papi shyne tampil jg",positive
🔥🔥🔥,neutral
"Go go Garuda, semangat! Apapun hasilnya tetap dukung, tapi aku rasa Indo bakal menang malam ini 💪🦅🇲🇨",positive
@s.pattynama papa shayneeee 💕,positive
"Secara peringkat timnas jauh dengan Jepang, namun menurut saya ada progres bagus, kalah 3-1, satu penalti dan satu own goal, artinya Jepang tidak mampu mengalahkan timnas secara permainan, gol penalti di awal itulah yang membuat mental pemain jadi down, namun timnas kita masih bisa melakukan perlawanan, dan kita tidak kalah telak kok, lihat Jerman dibantai Jepang, apalagi Jepang langganan Pildun, saya yakin dengan kekuatan tambahan nanti timnas bakal jauh melesat, apalagi usia masih muda-muda pemain kita🔥👏",positive
Proud of you all 🔥🔥.,positive
"@bayyuuu_7 Tidak boleh begitu, anjing 😂",negative
LETSGOOOO,positive
"Timnas mode kejar target, off parah. 😍",neutral
"@ibbed_87 Lawak banget, lu 😂",neutral
🔥🔥🔥,positive
"@toni_adi_putra karena masih bocil, coba tadi shayne mungkin beda cerita 🥲",neutral
#stystay,neutral
Shayne,neutral
Bagus sekali permainannya! 🔥😍,positive
Vamos Indonesia❤️,positive
🔥🔥🔥,positive
Var ga guna,negative
🔥🔥,positive
😢,neutral
Striker nya belum maksimal,negative
MAINKAN SANANTA!,neutral
"Rapatkan barisan, kumpulkan semangat, kawal TIM GARUDA dan merah kan Qatar! 🇮🇩🇮🇩",positive
❤️❤️❤️,neutral
"Nggak usah cerewet, kayak kamu tahu bola saja. STY lebih paham soal coaching. Kamu main bola saja juga nggak bisa. Bola nggak asal dimainkan, ada strateginya. Kalau mau komentari STY, minimal latih dulu di level Piala Dunia. Netizen kebanyakan bacot.",negative
Yuk minimal gak jadi lumbung padi 🙌,negative
Sananta mana bjir,neutral
cakepp 🔥,positive
VAR tidak ada gunanya untuk Timnas Indonesia.,negative
"Apapun hasilnya, Timnas berprogres 🔥❤️",positive
🔥🔥🔥🔥,positive
Perpanjang sty sampe jadi pns🔥🔥❤️,positive
@budi_bion Toe Bae tau le mbeko data Manggarai lolos ho se,neutral
"Dipuji tidak terbang, dihina tidak tumbang... Fokus match selanjutnya, cukup malam ini apresiasi, besok fokus sampai hari Rabu 🔥🔥",positive
@fadhil_30 main ko 😂,neutral
jepang td handball tp ga penalti🥲,neutral
👍,positive
🔥🔥🔥🔥,positive
"Pak Egy, tolong dong, dikunci saja pas 16 besar ini!",negative
@heyyraihann_ wkwk iya nihh🤭,neutral
@panggil.sin goal in tuh jangan nyinyir terus,neutral
@jidannn19_02 tapi ngegolin bg,positive
Menang hoki aja bangga modal P dikasih wasit,negative
Striker murni benar-benar gak ada ya? Apa memang masih cedera Sananta?,neutral
"lini belakang bagus, tatap pertahankan, dan semangat terus Garuda🔥",positive
Wani tok perkoro hasil akhir Qulhu wae lek🙌,neutral
👍,positive
TERIMAKASIH SUDAH BERJUANG❤️🔥 YA SEMOGA ADA KEAJAIBAN BESOK JIKALAU HARUS PULANG JUGA TIDAK APA2 TETAP SEMANGAT ❤️🔥😍,positive
Lu cuman sampah masyarakat,negative
🔥,positive
Pembenci + localpreeet fans pada keluar,neutral
Mangkok udah gak layak lagi di senior,negative
🔥,neutral
"Alhamdulillah... Yuk kembali fokus, bisa kalahkan Australia! Optimis, nikmati permainan, buktikan kalau kalian bisa, boys! 💪😎",positive
Sananta kenapa gak dibawa si ?,neutral
"@riza.rafizky Maklumi saja, dia fans Malaysia.",negative
"@bintang_samudra61 Lo ga teliti sama 2 match terakhir nya dia, solidnya berani buka ruang dan duel ga cuma lemparan doang. ngehadang bola biar ga out. jangan tutup mata mereka semua punya skill",neutral
@guyonwatonofficial sedap abangkuh,neutral
Champions🔥🔥🔥,positive
Yoh iso yoh 😍,positive
Hokky ??,neutral
Terima kasih atas perjuangannya... Garuda ❤️❤️❤️❤️🙏,positive
Sananta Where?,neutral
"@xeounxy sampai-sampai kesalahan Jordi pun dilimpahkan ke Arhan 😂😂 wah parah sih kamu, sakit banget ya karena Pattynama tidak dimainkan sampai semua disalahkan ke Arhan",negative
🔥👏,positive
"STY STAY, BUNG TOWEL OUTT..",positive
@aamau_u balas di liga dangdut😂,neutral
@jho_nestt kntl,negative
🔥🔥🔥,positive
🔥🔥🔥,neutral
🔥🔥🔥,neutral
Jordi si penghancur mental tim,negative
Sananta cedera kah?,neutral
"Kayaknya Jordi ini musuh dalam selimut, pertandingan penting selalu blunder-nya 😂",negative
Tips tidur nyenyak: Hilangkan ekspektasi berlebihan untuk lolos 16 besar. Lolos Piala Asia jalur kualifikasi sebagai tim dengan ranking FIFA terendah dan pemain termuda adalah prestasi tertinggi dan terbaik timnas era ini. Selebihnya adalah permainan. Good luck 🙌🔥,positive
CB kita itu selalu kalah di adu sprint ketika ada serangan balik,negative
Duh takut keulang,negative
@slwxng_ di post kok bang coba lihat lagi,neutral
#STYOUT,negative
"Kenapa ngegas dek? sama sekali ngga ada benci, ini real arhan mainnya biasa/panikan, jaga ucapanmu daripada saya buru kamu",negative
Jatim pride @nadeowinataa gasken pehhh,positive
"El Capitano Asnawi, Garudaaa 🧑🏻‍🚀👍🏻🧑🏻‍✈️🦅⚽️🇮🇩🔥🏆🥇",positive
@rizzqi.wng bener bgt,neutral
"@mrifqifd udah bola direbut, ampir bundir 😭😭. Stay focusss",neutral
@pscscilacap.official min oi,neutral
Ramadhan Sananta ga di bawa kah?,neutral
Udah tuh ya ada perwakilan @borneofc.id jangan ngambekan lagi Lu yaa...,neutral
"Coach online dn suporter aepep yg sipaling tau bola yg biasa blg sty out, timnas mnang lawan Nguyen aja d blg masih salah apalgi klo kalah",negative
Offside harusnya tu gol ke 2,neutral
@reii_49 dri komen kalo shayne aman apalagi fansnye ttp ngebela mati2an🤣 terus salah shayne katanya sisi kiri bobol terus wkwk😭🤣,neutral
"Banggaa 😍❤️, saatnya full fokus untuk kualifikasi Pildun 2026. See you on March 🙌❤️",positive
😂😂🔥,neutral
anjaaii cowo gwehh main bro,neutral
@isalmilan_ nahhh ini yang saya maksud semalam 😂,neutral
Alhamdulillah menang❤️🔥,positive
"Wkwkwkw, lawak2",neutral
muda dan berbahaya 🔥,positive
Mimpi. 😂,neutral
PERPANJANG STY pak @erickthohir 🙏🙏🙏,positive
"Wokehh... Kita sepakat tim ini masih mentah, sedang proses (STY membentuk tim jangka panjang dengan banyaknya pemain muda). Jika kita percaya proses, maka bersama nahkoda STY (kontrak perpanjang), tim ini belajar menjadi 3 terbaik, belum disebut kuda hitam. Menjadi terbaik harus dimulai dari kebiasaan bersikap baik (nilai card). Liga 1 terlalu barbar, kita harus reformasi. Liga 1 harus diisi oleh para pemain yang baik dalam sikap (fair play) agar Timnas nanti terbiasa diisi para pemain terbaik hasil Liga 1.",neutral
@ker_tasminyak nanti juga dievaluasi sama coach. Yang penting jangan Deny aja udah. Kunciin aja dia.,neutral
Game plan lumayan bagus babak pertama.. Egi tarik dong.. masukin Sayne lain,neutral
GILA ANJIR 16 BESAR IAHDUWGW 😭😭😭😭😭😭😭😭😭😭 tadi tuh udah kayak yaudah kalo emang bukan jodohnya gk usah di tunggu ikhlas in aja TERUS TIBA² MO TAHAJUD DIKASIH PENGUMUMAN MENYENANGKAN😭😭😭😭😭,positive
Terbantai terus...mayoritas naturalisasi bek😂,negative
❤️🔥🔥,positive
Ling Kik off min,neutral
Raja Indo kalah 4-0. 😂😂,negative
@andika_230498 kontolll,negative
@teukualee Lusa prabowo jdi presiden broe... 😄,neutral
Pertanyaan sy sananta kemana,negative
lumayan permainan garuda malam ini🔥,positive
"Fokus timnas, jangan ladenin ocehan bung tompel😮",neutral
🔥🔥🔥🔥🇲🇨🇲🇨🇲🇨,positive
"Di langgar banyak kita donk, ternyata merepotkan",neutral
@ilyasfthn oke bang,neutral
Sananta ko belum main min😭😭😭,negative
Ha???,neutral
POV orang dengan IQ di bawah 80: (hoki doang). Ini orang IQ-nya di bawah 80. Pantas saja tidak bisa melihat 3 poin dan gol di setiap pertandingan yang membuat Indonesia bisa lolos. Karena yang diperhitungkan untuk lolos adalah jumlah poin dan jumlah gol yang dibuat. Tapi masih banyak orang tolol yang tidak mengerti itu. 🤡,negative
Kenapa ada Nadeo?,neutral
@marisanova21 🔥🔥,neutral
Dendi gak ada niatan dibuat cedera juga kah? Biar digantiin stefano Lilipaly😂😅,negative
Aduh sananta gak ada di sub,negative
Wahyu nggak yakin 😂,neutral
@lifeneedscola Gak ada live,neutral
"@timnas.indonesia kok pemain kalian jelek semua ya? Apa gak pernah nonton pertandingan sepak bola Eropa? Sepak bola sudah modern, sekarang sudah gak zaman skill lama-lama menahan bola. Terutama saat membangun serangan, one-two one-two saja",negative
"Oke🔥 semangat timnas ku,selamat berjuang",positive
"""TIMNAS INDONESIA DIGDAYA""❤️🔥 MAKASIH POLL GARUDA . YOH COME ON❤️",positive
❤️❤️,positive
Udah gak ada harapan Indonesia masuk 16 besar 😢,negative
ERNANDO DANCOKKKKK,negative
"Mantap! Silakan buktikan kemampuan, Nadeo 🔥❤️",positive
@apissss_14 capeere tololl,negative
Dendi 🔻. Spaso 🔺.,neutral
@adorable_rafael se7,neutral
Come on boys🔥🔥,positive
"@ocehann_bapak Bacot, tak botak",negative
@garudanation_ Sananta disimpan buat final,neutral
"""Menurut gue, maap beribu-ribu maap… kayak nya sty nih aslinya bisa og bawa king indo cuma, klo toh tadi bisa menang itu juga harus pemainnya merata, sudah pda cidera, dan itu2 doank pemainya.. coba deh pemain yg bukan tipikalnya jangan dipak daun untuk masuk daftar list, oke katakanlah tetap yg tau pelatih, tapi ngene Ki ndak gregetan, pengamat sepak bola pun bisa menilai. Tapi not bet, dari segi permainan ini yg kita cari kelemahannya adalah egois, sering mis, dan bapuk/finishing Coba itu sumajdi atau siapa bapak jangan ikut campur tangan di timnas kasih coach STY memilih dengan sesuai taktiknya bukan antum yg cawis2 pemaineee…aaahhh esmosi juga nih wkwkw🙏🏽🙏🏽""",neutral
@razki_prasetyo iya lagii,neutral
"Sandy jadi camat terus, anjir. 😢",negative
🔥🔥🔥,positive
"Usir asnawi dipertandingan kali ini,mudahmudahan didengar 🙏🏼",negative
"AYO! JANGAN SIA-SIAKAN KESEMPATAN KE-2 INI! MATANGKAN FORMASI, JANGAN NGACO PASANG PEMAIN!! SEMUA PEMAIN BERKUALITAS HARUS DAPAT JATAH BERMAIN!!!!",positive
"@dhannie.saputra Mantap, bro! 😂😂",positive
"KASIH KERASSS.....!!!!! GAK KENA BOLA, MINIMAL KENA MUKA PEMAIN JEPANG....!!!!! JEPANGASUUUUU....!!!",negative
Mantap 🔥🔥❤,positive
"@ijennnnnn12 gw sih nggak berharap STY out, cuma kurang setuju aja sama keputusan. Ini kan hanya pendapat, bebas dong",neutral
🔥🔥🔥🔥,neutral
Sty stay,positive
👏👏👏ayo bsa!! Bangkitt,positive
"@mariodelano mending Egi jangan dimakan dulu,lebih baik cari stiker murni lagi @erickthohir @shintaeyong7777",neutral
Sananta maenin tuh,neutral
Bos Nabil full senyum,positive
"Ayo semangat terus! 🔥❤️ Apa pun hasilnya, perkembangan pesat!",positive
WOWWWW,neutral
"Marcelino biar bisa kelihatan benar-benar jago, kah? Makanya dia main individu terus",neutral
"Next setelah Piala Asia ini, apa lagi?",neutral
❤️❤️❤️,neutral
🔥👏,neutral
@wujichan28 bismillah bree,positive
"@_adityaprass yang ngelawak pemain lokal? Apa kabar dengan gol Indo, assist dan golnya dari pemain lokal ya, Yassa dan Marcheng 🙌. Sebaliknya 2 gol Iraq, kesalahan pemain naturalisasi si Klok sama Struick.",neutral
